"id","kind","module","title","owner","execution","reason","delivery","authority"
"TC-M01-05-05","MODULE_TC","M01","Gửi lại/đồng thời + biên: 1 chứng từ nhiều dòng; chi phí chung không gắn container; sửa khoản đang chờ.","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M01-06-01","MODULE_TC","M01","Luồng nghiệp vụ thông thường","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M01-06-02","MODULE_TC","M01","Thiếu hoặc sai dữ liệu — bỏ trống biển số → cảnh báo.","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M01-06-03","MODULE_TC","M01","Trường hợp ngoại lệ (không xóa xe có lịch sử; chuyển ""Ngừng hoạt động"")","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M01-06-04","MODULE_TC","M01","Kiểm soát quyền thao tác — `laixe` không vào được `/fleet`.","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M01-06-05","MODULE_TC","M01","Gửi lại/đồng thời + biên: đổi rơ-moóc giữa chuyến; 2 xe biển gần giống; bảo dưỡng trùng lịch điều vận.","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M01-07-01","MODULE_TC","M01","Luồng nghiệp vụ thông thường","S03_MANAGER","FAIL","NOT_IMPLEMENTED_M1_7","missing","pending"
"TC-M01-07-02","MODULE_TC","M01","Thiếu hoặc sai dữ liệu — bỏ trống xe ghép → cảnh báo.","S03_MANAGER","FAIL","NOT_IMPLEMENTED_M1_7","missing","pending"
"TC-M01-07-03","MODULE_TC","M01","Trường hợp ngoại lệ (trùng giờ, vượt tải, điểm đầu lệnh sau không phù hợp)","S03_MANAGER","FAIL","NOT_IMPLEMENTED_M1_7","missing","pending"
"TC-M01-07-04","MODULE_TC","M01","Kiểm soát quyền thao tác — `giaonhan` không vào được dispatch two-orders.","S03_MANAGER","FAIL","NOT_IMPLEMENTED_M1_7","missing","pending"
"TC-M01-07-05","MODULE_TC","M01","Gửi lại/đồng thời + biên: 1 lệnh bị hủy; lệnh đầu giao trễ; 2 lệnh qua ngày.","S03_MANAGER","FAIL","NOT_IMPLEMENTED_M1_7","missing","pending"
"TC-M01-08-01","MODULE_TC","M01","Luồng nghiệp vụ thông thường","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M01-08-02","MODULE_TC","M01","Thiếu hoặc sai dữ liệu","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M01-08-03","MODULE_TC","M01","Trường hợp ngoại lệ (sửa sau chốt qua điều chỉnh/mở khóa có kiểm soát)","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M01-08-04","MODULE_TC","M01","Kiểm soát quyền thao tác","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M01-08-05","MODULE_TC","M01","Gửi lại/đồng thời + biên: bấm chốt 2 lần; 2 người chốt đồng thời; mất kết nối ngay sau chốt.","S03_MANAGER","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-01-01","MODULE_TC","M02","Luồng nghiệp vụ thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-01-02","MODULE_TC","M02","Thiếu hoặc sai dữ liệu","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-01-03","MODULE_TC","M02","Trường hợp ngoại lệ (sửa giá gợi ý trước chốt, phải nêu lý do + giữ giá ban đầu)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-01-04","MODULE_TC","M02","Kiểm soát quyền thao tác","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-01-05","MODULE_TC","M02","Gửi lại/đồng thời + biên: thay giá giữa tháng; chuyến hồi tố; khách chưa có bảng giá.","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-02-01","MODULE_TC","M02","Tính toán thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-02-02","MODULE_TC","M02","Thiếu hoặc sai dữ liệu.","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-02-03","MODULE_TC","M02","Giá trị biên (trọng lượng đúng ranh giới; số lẻ; đơn vị khác tấn)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-02-04","MODULE_TC","M02","Thay đổi hoặc ngoại lệ (trọng lượng ngoài bảng → cảnh báo + chọn giá thủ công có lý do).","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-02-05","MODULE_TC","M02","Tính nhất quán (tính lại cùng dữ liệu không đổi; khớp báo cáo chi tiết).","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-03-01","MODULE_TC","M02","Tính toán thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-03-02","MODULE_TC","M02","Thiếu hoặc sai dữ liệu.","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-03-03","MODULE_TC","M02","Giá trị biên (trọng lượng = 0; vượt tải; thay đổi sau cân lần 2)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-03-04","MODULE_TC","M02","Thay đổi hoặc ngoại lệ (sau chốt → điều chỉnh, không tự đổi).","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-03-05","MODULE_TC","M02","Tính nhất quán.","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-04-01","MODULE_TC","M02","Tính toán thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-04-02","MODULE_TC","M02","Thiếu hoặc sai dữ liệu.","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-04-03","MODULE_TC","M02","Giá trị biên (cảng đổi giá giữa ngày; cont khác nhau; cùng lô có cả nâng và hạ)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-04-04","MODULE_TC","M02","Thay đổi hoặc ngoại lệ (không có giá phù hợp → không tự điền giá cũ; yêu cầu nhập + ghi chú).","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-04-05","MODULE_TC","M02","Tính nhất quán.","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-05-01","MODULE_TC","M02","Luồng nghiệp vụ thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-05-02","MODULE_TC","M02","Thiếu hoặc sai dữ liệu.","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-05-03","MODULE_TC","M02","Trường hợp ngoại lệ (khoản hoàn/giảm trừ dùng số âm có lý do; không sửa khoản đã chốt)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-05-04","MODULE_TC","M02","Kiểm soát quyền thao tác.","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M02-05-05","MODULE_TC","M02","Gửi lại/đồng thời + biên: khoản không gắn chuyến; 1 chứng từ nhiều lô; doanh thu phát sinh kỳ sau.","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M03-01-01","MODULE_TC","M03","Tạo lô với dữ liệu tối thiểu hợp lệ","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-01-02","MODULE_TC","M03","Lưu nháp khi chưa có số công-te-nơ","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-01-03","MODULE_TC","M03","Một vận đơn có nhiều công-te-nơ","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-01-04","MODULE_TC","M03","Phát hiện hồ sơ trùng","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-01-05","MODULE_TC","M03","Phân quyền sửa lô (Kiểm soát quyền)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-01-06","MODULE_TC","M03","Trường hợp biên / gửi lại đồng thời (double-submit khi tạo lô)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-02-01","MODULE_TC","M03","Bộ chứng từ hợp lệ","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-02-02","MODULE_TC","M03","Mã công-te-nơ không hợp lệ (ISO 6346)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-02-03","MODULE_TC","M03","Tờ khai trùng có lý do hợp lệ (ngoại lệ được duyệt)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-02-04","MODULE_TC","M03","Chứng từ hết hiệu lực (lệnh giao hàng quá hạn)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-02-05","MODULE_TC","M03","Thay tệp chứng từ (giữ lịch sử bản cũ)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-02-06","MODULE_TC","M03","Phân quyền / gửi lại đồng thời: tải trùng chứng từ","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-03-01","MODULE_TC","M03","Cập nhật tiến độ thông thường (tự động từ chuyến)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-03-02","MODULE_TC","M03","Khách chưa bật thông báo trên thiết bị (email dự phòng)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-03-03","MODULE_TC","M03","Thay đổi lịch giao (CUS thêm ghi chú thủ công)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-03-04","MODULE_TC","M03","Gửi lại thông báo thất bại (retry email)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-03-05","MODULE_TC","M03","Bảo vệ dữ liệu giữa khách hàng (phân quyền chéo)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-03-06","MODULE_TC","M03","Biên: GPS chỉ hiện trong lúc vận chuyển","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-04-01","MODULE_TC","M03","Xác nhận đủ ba bên","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-04-02","MODULE_TC","M03","Xác nhận thủ công khi thiếu mốc lái xe","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-04-03","MODULE_TC","M03","Giao một phần (lô nhiều container)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-04-04","MODULE_TC","M03","Trả vỏ quá hạn (tính phí lưu bãi)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-04-05","MODULE_TC","M03","Múi giờ và thời điểm biên (gần nửa đêm / ngày lễ)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-04-06","MODULE_TC","M03","Phân quyền: customer không được xác nhận thay CUS","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-05-01","MODULE_TC","M03","Lập theo kỳ với đủ nhóm khoản thu","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-05-02","MODULE_TC","M03","Còn khoản chi hộ chưa duyệt","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-05-03","MODULE_TC","M03","Lập lại cùng phạm vi (chống trùng kỳ)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-05-04","MODULE_TC","M03","Số tiền bằng không hoặc âm (dòng giảm trừ)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-05-05","MODULE_TC","M03","Xuất và gửi tài liệu (PDF bản chính thức)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-05-06","MODULE_TC","M03","Phân quyền / gửi lại đồng thời","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-06-01","MODULE_TC","M03","Luồng xác nhận và thanh toán đủ","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-06-02","MODULE_TC","M03","Thanh toán một phần","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-06-03","MODULE_TC","M03","Sửa giấy báo nợ đã xác nhận (chặn sửa trực tiếp)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-06-04","MODULE_TC","M03","Khách từ chối và nêu lý do (theo dòng)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-06-05","MODULE_TC","M03","Ghi nhận trùng chứng từ thanh toán","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-06-06","MODULE_TC","M03","Thanh toán thừa (không làm công nợ âm)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-07-01","MODULE_TC","M03","Khoản chi hộ khớp chứng từ và bảng giá","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-07-02","MODULE_TC","M03","Chênh lệch số tiền","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-07-03","MODULE_TC","M03","Thiếu chứng từ bắt buộc","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-07-04","MODULE_TC","M03","Chứng từ dùng trùng","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-07-05","MODULE_TC","M03","Đơn giá thay đổi theo ngày hiệu lực","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M03-07-06","MODULE_TC","M03","Từ chối rồi nộp lại (lịch sử)","S07_CUSTOMER","BLOCKED","FIXTURE_OR_MUTATION","partial","pending"
"TC-M04-01-01","MODULE_TC","M04","Luồng nghiệp vụ thông thường (tạo lô đủ dữ liệu tối thiểu)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-01-02","MODULE_TC","M04","Thiếu hoặc sai dữ liệu (thiếu trường bắt buộc, trùng mã lô)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-01-03","MODULE_TC","M04","Trường hợp ngoại lệ (lô nháp không được dùng để ghi chi phí / chuyển bước)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-01-04","MODULE_TC","M04","Kiểm soát quyền thao tác","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-01-05","MODULE_TC","M04","Gửi lại/đồng thời + biên: trùng mã khi 2 người cùng tạo; đổi khách/container sau phát hành","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-02-01","MODULE_TC","M04","Luồng nghiệp vụ thông thường (ghi khoản chi chờ)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-02-02","MODULE_TC","M04","Thiếu hoặc sai dữ liệu (thiếu ảnh, số tiền ≤ 0)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-02-03","MODULE_TC","M04","Trường hợp ngoại lệ (sửa khoản đã gửi duyệt, sửa khoản của người khác)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-02-04","MODULE_TC","M04","Kiểm soát quyền thao tác","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-02-05","MODULE_TC","M04","Gửi lại/đồng thời + biên: gửi duyệt 2 lần; 2 người cùng sửa khoản chờ; 1 chứng từ nhiều dòng","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-03-01","MODULE_TC","M04","Luồng nghiệp vụ thông thường (gom nhiều khoản về 1 lô)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-03-02","MODULE_TC","M04","Thiếu hoặc sai dữ liệu (khoản mồ côi không thuộc lô nào)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-03-03","MODULE_TC","M04","Trường hợp ngoại lệ (chuyển khoản nhập sai lô có kiểm soát)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-03-04","MODULE_TC","M04","Kiểm soát quyền thao tác","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-03-05","MODULE_TC","M04","Gửi lại/đồng thời + biên: 2 người cùng chuyển khoản; cộng dồn sau khi chuyển","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-04-01","MODULE_TC","M04","Luồng nghiệp vụ thông thường (duyệt từng dòng và duyệt theo đợt)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-04-02","MODULE_TC","M04","Thiếu hoặc sai dữ liệu (từ chối thiếu lý do)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-04-03","MODULE_TC","M04","Trường hợp ngoại lệ (kế toán sửa tiền khi duyệt, dòng bị từ chối được sửa+gửi lại)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-04-04","MODULE_TC","M04","Kiểm soát quyền thao tác (maker-checker, không tự duyệt)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-04-05","MODULE_TC","M04","Gửi lại/đồng thời + biên: 2 người cùng duyệt 1 dòng; duyệt đợt có dòng lỗi","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-05-01","MODULE_TC","M04","Luồng nghiệp vụ thông thường (sinh giấy báo nợ từ khoản đã duyệt)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-05-02","MODULE_TC","M04","Thiếu hoặc sai dữ liệu (trùng khoản đã có trên giấy báo nợ khác)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-05-03","MODULE_TC","M04","Trường hợp ngoại lệ (khoản duyệt muộn sau khi kỳ đã phát hành)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-05-04","MODULE_TC","M04","Kiểm soát quyền thao tác","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-05-05","MODULE_TC","M04","Gửi lại/đồng thời + biên: lập 2 giấy báo nợ cùng khách/cùng kỳ; khách theo tuần","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-06-01","MODULE_TC","M04","Luồng nghiệp vụ thông thường (khoản có hóa đơn đủ thông tin)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-06-02","MODULE_TC","M04","Thiếu hoặc sai dữ liệu (thiếu trường hóa đơn, sai số tiền trước thuế + thuế)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-06-03","MODULE_TC","M04","Trường hợp ngoại lệ (thay thế hóa đơn, điều chỉnh, đa dòng — tránh đếm trùng)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-06-04","MODULE_TC","M04","Kiểm soát quyền thao tác","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-06-05","MODULE_TC","M04","Gửi lại/đồng thời + biên: cùng số hóa đơn 2 lô; thuế suất ngoại lệ 0%/5%/10%","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-07-01","MODULE_TC","M04","Luồng nghiệp vụ thông thường (khoản chi hộ không hóa đơn, đủ căn cứ)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-07-02","MODULE_TC","M04","Thiếu hoặc sai dữ liệu (thiếu ảnh/geotag, hạng mục ngoài danh sách)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-07-03","MODULE_TC","M04","Trường hợp ngoại lệ (thiếu căn cứ → trả về không duyệt; ngưỡng Q13 chống chia nhỏ)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-07-04","MODULE_TC","M04","Kiểm soát quyền thao tác (phân cấp duyệt Q14, maker-checker)","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M04-07-05","MODULE_TC","M04","Gửi lại/đồng thời + biên: duyệt đồng thời khoản >5M; biên đúng ngưỡng; gửi lại khoản bị trả về","S06_FORWARDER","NOT_RUN","MUTATION_NOT_AUTHORIZED","partial","pending"
"TC-M05-01-01","MODULE_TC","M05","Hiển thị & tính toán thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-01-02","MODULE_TC","M05","Không có dữ liệu / thiếu dữ liệu","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-01-03","MODULE_TC","M05","Giá trị biên (khoản thanh toán đúng bằng nợ; huỷ GN ngay trước và sau khi thu)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-01-04","MODULE_TC","M05","Thay đổi / ngoại lệ / phân quyền (không sửa trực tiếp số dư)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-01-05","MODULE_TC","M05","Gửi lại / đồng thời / tính nhất quán (đối chiếu nhiều màn)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-02-01","MODULE_TC","M05","Hiển thị & tính toán thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-02-02","MODULE_TC","M05","Không có dữ liệu","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-02-03","MODULE_TC","M05","Giá trị biên (ranh giới ngày và multi-group)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-02-04","MODULE_TC","M05","Thay đổi / ngoại lệ / phân quyền (khoản tranh chấp, chưa đến hạn)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-02-05","MODULE_TC","M05","Gửi lại / đồng thời / tính nhất quán (đổi ngày khoá)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-03-01","MODULE_TC","M05","Hiển thị & tính toán thông thường (cảnh báo gần & vượt)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-03-02","MODULE_TC","M05","Không có / thiếu dữ liệu (khách chưa cấu hình hạn mức)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-03-03","MODULE_TC","M05","Giá trị biên (đúng 80% và đúng 100%)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-03-04","MODULE_TC","M05","Thay đổi / ngoại lệ / phân quyền (phê duyệt vượt hạn mức)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-03-05","MODULE_TC","M05","Gửi lại / đồng thời / tính nhất quán (2 người cùng duyệt ngoại lệ)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-04-01","MODULE_TC","M05","Hiển thị & tính toán thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-04-02","MODULE_TC","M05","Không có dữ liệu / thiếu nhóm","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-04-03","MODULE_TC","M05","Giá trị biên (giao dịch chỉ có VAT; chi hộ không VAT; cước 0)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-04-04","MODULE_TC","M05","Thay đổi / ngoại lệ / phân quyền (thanh toán không chỉ định nhóm)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-04-05","MODULE_TC","M05","Gửi lại / đồng thời / tính nhất quán (đối chiếu tổng)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-05-01","MODULE_TC","M05","Hiển thị & tính toán thông thường","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-05-02","MODULE_TC","M05","Không có dữ liệu","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-05-03","MODULE_TC","M05","Giá trị biên (khách có số dư nhưng 0 giao dịch trong kỳ)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-05-04","MODULE_TC","M05","Thay đổi / ngoại lệ / phân quyền (xuất báo cáo & đối soát)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
"TC-M05-05-05","MODULE_TC","M05","Gửi lại / đồng thời / tính nhất quán (3-way reconciliation)","S04_ACCOUNTANT","NOT_RUN","NOT_DIRECTLY_EVIDENCED","partial","pending"
